CASE_ID	CASE_NAME	L1_UM	L2_UM	WALL_UM	R_HEAD_UM	R_NECK_UM	R_EXIT_UM	Z_NECK_UM	OPT_SAMPLE_SOURCE
0	mna_nominal_rz	3.10	9.90	0.60	2.65	1.40	6.00	0.00	reference

